step,tokens_seen,train_loss,val_loss,learning_rate
24260,198737920,4.653405,4.588321,0.00001000
24280,198901760,4.497152,4.588321,0.00001000
24300,199065600,4.464224,4.588321,0.00001000
24320,199229440,4.580886,4.588321,0.00001000
24340,199393280,4.490774,4.588321,0.00001000
24360,199557120,4.632288,4.588321,0.00001000
24380,199720960,4.706942,4.588321,0.00001000
24400,199884800,4.586361,4.711463,0.00001000
24420,200048640,4.383459,4.711463,0.00001000
24440,200212480,4.371905,4.711463,0.00001000
24460,200376320,4.442215,4.711463,0.00001000
24480,200540160,4.415592,4.711463,0.00001000
24500,200704000,4.610610,4.711463,0.00001000
24520,200867840,4.587215,4.711463,0.00001000
24540,201031680,4.303201,4.711463,0.00001000
24560,201195520,4.484364,4.711463,0.00001000
24580,201359360,4.645616,4.711463,0.00001000
24600,201523200,4.565854,4.528418,0.00001000
24620,201687040,4.347914,4.528418,0.00001000
24640,201850880,4.518650,4.528418,0.00001000
24660,202014720,4.443572,4.528418,0.00001000
24680,202178560,4.429605,4.528418,0.00001000
24700,202342400,4.459671,4.528418,0.00001000
24720,202506240,4.838501,4.528418,0.00001000
24740,202670080,4.557816,4.528418,0.00001000
24760,202833920,4.542999,4.528418,0.00001000
24780,202997760,4.612462,4.528418,0.00001000
24800,203161600,4.502797,4.624884,0.00001000
24820,203325440,4.460626,4.624884,0.00001000
24840,203489280,4.482794,4.624884,0.00001000
24860,203653120,4.497786,4.624884,0.00001000
24880,203816960,4.738771,4.624884,0.00001000
24900,203980800,4.518237,4.624884,0.00001000
24920,204144640,4.407469,4.624884,0.00001000
24940,204308480,4.520118,4.624884,0.00001000
24960,204472320,4.530587,4.624884,0.00001000
24980,204636160,4.504852,4.624884,0.00001000
25000,204800000,4.519914,4.586487,0.00001000
25020,204963840,4.458074,4.586487,0.00001000
25040,205127680,4.381229,4.586487,0.00001000
25060,205291520,4.677048,4.586487,0.00001000
25080,205455360,4.453571,4.586487,0.00001000
25100,205619200,4.460473,4.586487,0.00001000
25120,205783040,4.597205,4.586487,0.00001000
25140,205946880,4.402522,4.586487,0.00001000
25160,206110720,4.484593,4.586487,0.00001000
25180,206274560,4.396434,4.586487,0.00001000
25200,206438400,4.499876,4.505931,0.00001000
25220,206602240,4.552573,4.505931,0.00001000
25240,206766080,4.555890,4.505931,0.00001000
25260,206929920,4.341691,4.505931,0.00001000
25280,207093760,4.585010,4.505931,0.00001000
25300,207257600,4.334530,4.505931,0.00001000
25320,207421440,4.511787,4.505931,0.00001000
25340,207585280,4.649575,4.505931,0.00001000
25360,207749120,4.524551,4.505931,0.00001000
25380,207912960,4.595436,4.505931,0.00001000
25400,208076800,4.593764,4.596443,0.00001000
25420,208240640,4.624639,4.596443,0.00001000
25440,208404480,4.431433,4.596443,0.00001000
25460,208568320,4.585517,4.596443,0.00001000
25480,208732160,4.639340,4.596443,0.00001000
25500,208896000,4.359452,4.596443,0.00001000
25520,209059840,4.488430,4.596443,0.00001000
25540,209223680,4.408982,4.596443,0.00001000
25560,209387520,4.392354,4.596443,0.00001000
25580,209551360,4.408552,4.596443,0.00001000
25600,209715200,4.469804,4.572413,0.00001000
25620,209879040,4.455973,4.572413,0.00001000
25640,210042880,4.579413,4.572413,0.00001000
25660,210206720,4.636224,4.572413,0.00001000
25680,210370560,4.445002,4.572413,0.00001000
25700,210534400,4.433049,4.572413,0.00001000
25720,210698240,4.493877,4.572413,0.00001000
25740,210862080,4.366686,4.572413,0.00001000
25760,211025920,4.430787,4.572413,0.00001000
25780,211189760,4.382397,4.572413,0.00001000
25800,211353600,4.601878,4.690895,0.00001000
25820,211517440,4.249149,4.690895,0.00001000
25840,211681280,4.595860,4.690895,0.00001000
25860,211845120,4.506435,4.690895,0.00001000
25880,212008960,4.489965,4.690895,0.00001000
25900,212172800,4.417053,4.690895,0.00001000
25920,212336640,4.426150,4.690895,0.00001000
25940,212500480,4.416958,4.690895,0.00001000
25960,212664320,4.527468,4.690895,0.00001000
25980,212828160,4.504720,4.690895,0.00001000
26000,212992000,4.597924,4.591612,0.00001000
26020,213155840,4.549449,4.591612,0.00001000
26040,213319680,4.623150,4.591612,0.00001000
26060,213483520,4.502851,4.591612,0.00001000
26080,213647360,4.366169,4.591612,0.00001000
26100,213811200,4.355686,4.591612,0.00001000
26120,213975040,4.483821,4.591612,0.00001000
26140,214138880,4.530378,4.591612,0.00001000
26160,214302720,4.454490,4.591612,0.00001000
26180,214466560,4.438016,4.591612,0.00001000
26200,214630400,4.497992,4.495647,0.00001000
26220,214794240,4.450661,4.495647,0.00001000
26240,214958080,4.560494,4.495647,0.00001000
26260,215121920,4.801660,4.495647,0.00001000
26280,215285760,4.605419,4.495647,0.00001000
26300,215449600,4.428917,4.495647,0.00001000
26320,215613440,4.393326,4.495647,0.00001000
26340,215777280,4.504651,4.495647,0.00001000
26360,215941120,4.271264,4.495647,0.00001000
26380,216104960,4.616234,4.495647,0.00001000
26400,216268800,4.522699,4.499876,0.00001000
26420,216432640,4.483988,4.499876,0.00001000
26440,216596480,4.610921,4.499876,0.00001000
26460,216760320,4.309072,4.499876,0.00001000
26480,216924160,4.591026,4.499876,0.00001000
26500,217088000,4.535006,4.499876,0.00001000
26520,217251840,4.441533,4.499876,0.00001000
26540,217415680,4.430241,4.499876,0.00001000
26560,217579520,4.502213,4.499876,0.00001000
26580,217743360,4.543980,4.499876,0.00001000
26600,217907200,4.571320,4.528716,0.00001000
26620,218071040,4.496112,4.528716,0.00001000
26640,218234880,4.517908,4.528716,0.00001000
26660,218398720,4.720101,4.528716,0.00001000
26680,218562560,4.402803,4.528716,0.00001000
26700,218726400,4.484448,4.528716,0.00001000
26720,218890240,4.512794,4.528716,0.00001000
26740,219054080,4.542457,4.528716,0.00001000
26760,219217920,4.693859,4.528716,0.00001000
26780,219381760,4.549109,4.528716,0.00001000
26800,219545600,4.331503,4.511062,0.00001000
26820,219709440,4.382294,4.511062,0.00001000
26840,219873280,4.560224,4.511062,0.00001000
26860,220037120,4.275770,4.511062,0.00001000
26880,220200960,4.526622,4.511062,0.00001000
26900,220364800,4.379321,4.511062,0.00001000
26920,220528640,4.485051,4.511062,0.00001000
26940,220692480,4.478679,4.511062,0.00001000
26960,220856320,4.543804,4.511062,0.00001000
26980,221020160,4.736667,4.511062,0.00001000
27000,221184000,4.422415,4.509349,0.00001000
27020,221347840,4.586527,4.509349,0.00001000
27040,221511680,4.550445,4.509349,0.00001000
27060,221675520,4.338788,4.509349,0.00001000
27080,221839360,4.471538,4.509349,0.00001000
27100,222003200,4.439480,4.509349,0.00001000
27120,222167040,4.455989,4.509349,0.00001000
27140,222330880,4.797991,4.509349,0.00001000
27160,222494720,4.317114,4.509349,0.00001000
27180,222658560,4.429312,4.509349,0.00001000
27200,222822400,4.394888,4.496571,0.00001000
27220,222986240,4.735279,4.496571,0.00001000
27240,223150080,4.524562,4.496571,0.00001000
27260,223313920,4.491248,4.496571,0.00001000
27280,223477760,4.201196,4.496571,0.00001000
27300,223641600,4.248571,4.496571,0.00001000
27320,223805440,4.419602,4.496571,0.00001000
27340,223969280,4.499018,4.496571,0.00001000
27360,224133120,4.654103,4.496571,0.00001000
27380,224296960,4.568965,4.496571,0.00001000
27400,224460800,4.535932,4.548159,0.00001000
27420,224624640,4.391063,4.548159,0.00001000
27440,224788480,4.308675,4.548159,0.00001000
27460,224952320,4.469054,4.548159,0.00001000
27480,225116160,4.436169,4.548159,0.00001000
27500,225280000,4.443433,4.548159,0.00001000
27520,225443840,4.542475,4.548159,0.00001000
27540,225607680,4.555275,4.548159,0.00001000
27560,225771520,4.485615,4.548159,0.00001000
27580,225935360,4.514159,4.548159,0.00001000
27600,226099200,4.638281,4.446297,0.00001000
27620,226263040,4.723523,4.446297,0.00001000
27640,226426880,4.774723,4.446297,0.00001000
27660,226590720,4.573794,4.446297,0.00001000
27680,226754560,4.621410,4.446297,0.00001000
27700,226918400,4.556729,4.446297,0.00001000
27720,227082240,4.687560,4.446297,0.00001000
27740,227246080,4.624567,4.446297,0.00001000
27760,227409920,4.512920,4.446297,0.00001000
27780,227573760,4.440068,4.446297,0.00001000
27800,227737600,4.504771,4.537269,0.00001000
27820,227901440,4.605113,4.537269,0.00001000
27840,228065280,4.485472,4.537269,0.00001000
27860,228229120,4.229076,4.537269,0.00001000
27880,228392960,4.360076,4.537269,0.00001000
27900,228556800,4.519431,4.537269,0.00001000
27920,228720640,4.437242,4.537269,0.00001000
27940,228884480,4.457191,4.537269,0.00001000
27960,229048320,4.335154,4.537269,0.00001000
27980,229212160,4.582102,4.537269,0.00001000
28000,229376000,4.488775,4.460651,0.00001000
28020,229539840,4.604656,4.460651,0.00001000
28040,229703680,4.532877,4.460651,0.00001000
28060,229867520,4.420630,4.460651,0.00001000
28080,230031360,4.529745,4.460651,0.00001000
28100,230195200,4.375254,4.460651,0.00001000
28120,230359040,4.723330,4.460651,0.00001000
28140,230522880,4.576596,4.460651,0.00001000
28160,230686720,4.470266,4.460651,0.00001000
28180,230850560,4.549855,4.460651,0.00001000
28200,231014400,4.474867,4.501237,0.00001000
28220,231178240,4.541530,4.501237,0.00001000
28240,231342080,4.380028,4.501237,0.00001000
28260,231505920,4.423827,4.501237,0.00001000
28280,231669760,4.364098,4.501237,0.00001000
28300,231833600,4.618325,4.501237,0.00001000
28320,231997440,4.569927,4.501237,0.00001000
28340,232161280,4.508536,4.501237,0.00001000
28360,232325120,4.465431,4.501237,0.00001000
28380,232488960,4.483706,4.501237,0.00001000
28400,232652800,4.466390,4.383148,0.00001000
28420,232816640,4.365387,4.383148,0.00001000
28440,232980480,4.557701,4.383148,0.00001000
28460,233144320,4.459774,4.383148,0.00001000
28480,233308160,4.545108,4.383148,0.00001000
28500,233472000,4.812841,4.383148,0.00001000
28520,233635840,4.502983,4.383148,0.00001000
28540,233799680,4.406404,4.383148,0.00001000
28560,233963520,4.634638,4.383148,0.00001000
28580,234127360,4.334460,4.383148,0.00001000
28600,234291200,4.442140,4.439688,0.00001000
28620,234455040,4.476792,4.439688,0.00001000
28640,234618880,4.563051,4.439688,0.00001000
28660,234782720,4.340378,4.439688,0.00001000
28680,234946560,4.628871,4.439688,0.00001000
28700,235110400,4.714838,4.439688,0.00001000
28720,235274240,4.464001,4.439688,0.00001000
28740,235438080,4.422471,4.439688,0.00001000
28760,235601920,4.589403,4.439688,0.00001000
28780,235765760,4.561243,4.439688,0.00001000
28800,235929600,4.420616,4.612300,0.00001000
28820,236093440,4.483225,4.612300,0.00001000
28840,236257280,4.380529,4.612300,0.00001000
28860,236421120,4.532970,4.612300,0.00001000
28880,236584960,4.628908,4.612300,0.00001000
28900,236748800,4.639057,4.612300,0.00001000
28920,236912640,4.882550,4.612300,0.00001000
28940,237076480,4.478089,4.612300,0.00001000
28960,237240320,4.599317,4.612300,0.00001000
28980,237404160,4.617154,4.612300,0.00001000
29000,237568000,4.465606,4.441128,0.00001000
29020,237731840,4.640795,4.441128,0.00001000
29040,237895680,4.382159,4.441128,0.00001000
29060,238059520,4.386957,4.441128,0.00001000
29080,238223360,4.510982,4.441128,0.00001000
29100,238387200,4.385814,4.441128,0.00001000
29120,238551040,4.602211,4.441128,0.00001000
29140,238714880,4.364195,4.441128,0.00001000
29160,238878720,4.522014,4.441128,0.00001000
29180,239042560,4.429149,4.441128,0.00001000
29200,239206400,4.554381,4.585118,0.00001000
29220,239370240,4.336482,4.585118,0.00001000
29240,239534080,4.591211,4.585118,0.00001000
29260,239697920,4.712073,4.585118,0.00001000
29280,239861760,4.546832,4.585118,0.00001000
29300,240025600,4.566696,4.585118,0.00001000
29320,240189440,4.610914,4.585118,0.00001000
29340,240353280,4.539795,4.585118,0.00001000
29360,240517120,4.538922,4.585118,0.00001000
29380,240680960,4.359531,4.585118,0.00001000
29400,240844800,4.516160,4.448000,0.00001000
29420,241008640,4.458127,4.448000,0.00001000
29440,241172480,4.529167,4.448000,0.00001000
29460,241336320,4.416770,4.448000,0.00001000
29480,241500160,4.460067,4.448000,0.00001000
29500,241664000,4.513956,4.448000,0.00001000
29520,241827840,4.517602,4.448000,0.00001000
29540,241991680,4.478039,4.448000,0.00001000
29560,242155520,4.445317,4.448000,0.00001000
29580,242319360,4.508494,4.448000,0.00001000
29600,242483200,4.599568,4.564531,0.00001000
29620,242647040,4.434361,4.564531,0.00001000
29640,242810880,4.310369,4.564531,0.00001000
29660,242974720,4.441500,4.564531,0.00001000
29680,243138560,4.542615,4.564531,0.00001000
29700,243302400,4.551432,4.564531,0.00001000
29720,243466240,4.499446,4.564531,0.00001000
29740,243630080,4.405428,4.564531,0.00001000
29760,243793920,4.295062,4.564531,0.00001000
29780,243957760,4.446302,4.564531,0.00001000
29800,244121600,4.395216,4.551550,0.00001000
29820,244285440,4.344259,4.551550,0.00001000
29840,244449280,4.491869,4.551550,0.00001000
29860,244613120,4.358339,4.551550,0.00001000
29880,244776960,4.621490,4.551550,0.00001000
29900,244940800,4.546688,4.551550,0.00001000
29920,245104640,4.523889,4.551550,0.00001000
29940,245268480,4.659886,4.551550,0.00001000
29960,245432320,4.396804,4.551550,0.00001000
29980,245596160,4.571802,4.551550,0.00001000
30000,245760000,4.425375,4.568598,0.00001000
30020,245923840,4.327333,4.568598,0.00001000
30040,246087680,4.759540,4.568598,0.00001000
30060,246251520,4.453653,4.568598,0.00001000
30080,246415360,4.226947,4.568598,0.00001000
30100,246579200,4.447432,4.568598,0.00001000
30120,246743040,4.379624,4.568598,0.00001000
30140,246906880,4.546403,4.568598,0.00001000
30160,247070720,4.437240,4.568598,0.00001000
30180,247234560,4.668738,4.568598,0.00001000
30200,247398400,4.592016,4.566675,0.00001000
30220,247562240,4.478218,4.566675,0.00001000
30240,247726080,4.426107,4.566675,0.00001000
30260,247889920,4.575818,4.566675,0.00001000
30280,248053760,4.535642,4.566675,0.00001000
30300,248217600,4.179466,4.566675,0.00001000
30320,248381440,4.436764,4.566675,0.00001000
30340,248545280,4.538392,4.566675,0.00001000
30360,248709120,4.358583,4.566675,0.00001000
30380,248872960,4.543210,4.566675,0.00001000
30400,249036800,4.578880,4.532310,0.00001000
30420,249200640,4.508887,4.532310,0.00001000
30440,249364480,4.451730,4.532310,0.00001000
30460,249528320,4.300246,4.532310,0.00001000
30480,249692160,4.376328,4.532310,0.00001000
30500,249856000,4.385901,4.532310,0.00001000
30520,250019840,4.437688,4.532310,0.00001000
30540,250183680,4.508435,4.532310,0.00001000
30560,250347520,4.625984,4.532310,0.00001000
30580,250511360,4.520145,4.532310,0.00001000
30600,250675200,4.500572,4.561870,0.00001000
30620,250839040,4.646513,4.561870,0.00001000
30640,251002880,4.427908,4.561870,0.00001000
30660,251166720,4.814445,4.561870,0.00001000
30680,251330560,4.539227,4.561870,0.00001000
30700,251494400,4.674689,4.561870,0.00001000
30720,251658240,4.425789,4.561870,0.00001000
30740,251822080,4.174892,4.561870,0.00001000
30760,251985920,4.408753,4.561870,0.00001000
30780,252149760,4.446443,4.561870,0.00001000
30800,252313600,4.462850,4.452103,0.00001000
30820,252477440,4.545467,4.452103,0.00001000
30840,252641280,4.419263,4.452103,0.00001000
30860,252805120,4.194377,4.452103,0.00001000
30880,252968960,4.609973,4.452103,0.00001000
30900,253132800,4.448964,4.452103,0.00001000
30920,253296640,4.341014,4.452103,0.00001000
30940,253460480,4.538622,4.452103,0.00001000
30960,253624320,4.483027,4.452103,0.00001000
30980,253788160,4.572742,4.452103,0.00001000
31000,253952000,4.521483,4.446448,0.00001000
31020,254115840,4.600931,4.446448,0.00001000
31040,254279680,4.579279,4.446448,0.00001000
31060,254443520,4.401480,4.446448,0.00001000
31080,254607360,4.523214,4.446448,0.00001000
31100,254771200,4.544704,4.446448,0.00001000
31120,254935040,4.548988,4.446448,0.00001000
31140,255098880,4.514426,4.446448,0.00001000
31160,255262720,4.464941,4.446448,0.00001000
31180,255426560,4.378607,4.446448,0.00001000
31200,255590400,4.590121,4.503904,0.00001000
31220,255754240,4.517473,4.503904,0.00001000
31240,255918080,4.511825,4.503904,0.00001000
31260,256081920,4.485915,4.503904,0.00001000
31280,256245760,4.610416,4.503904,0.00001000
31300,256409600,4.553028,4.503904,0.00001000
31320,256573440,4.429494,4.503904,0.00001000
31340,256737280,4.373414,4.503904,0.00001000
31360,256901120,4.664550,4.503904,0.00001000
31380,257064960,4.543020,4.503904,0.00001000
31400,257228800,4.464229,4.457345,0.00001000
31420,257392640,4.465238,4.457345,0.00001000
31440,257556480,4.427220,4.457345,0.00001000
31460,257720320,4.510027,4.457345,0.00001000
31480,257884160,4.518465,4.457345,0.00001000
31500,258048000,4.372387,4.457345,0.00001000
31520,258211840,4.553043,4.457345,0.00001000
31540,258375680,4.469357,4.457345,0.00001000
31560,258539520,4.385849,4.457345,0.00001000
31580,258703360,4.627672,4.457345,0.00001000
31600,258867200,4.438262,4.367770,0.00001000
31620,259031040,4.626694,4.367770,0.00001000
31640,259194880,4.527599,4.367770,0.00001000
31660,259358720,4.511633,4.367770,0.00001000
31680,259522560,4.449504,4.367770,0.00001000
31700,259686400,4.533865,4.367770,0.00001000
31720,259850240,4.515988,4.367770,0.00001000
31740,260014080,4.466216,4.367770,0.00001000
31760,260177920,4.524083,4.367770,0.00001000
31780,260341760,4.456978,4.367770,0.00001000
31800,260505600,4.503435,4.484728,0.00001000
31820,260669440,4.612842,4.484728,0.00001000
31840,260833280,4.518862,4.484728,0.00001000
31860,260997120,4.533893,4.484728,0.00001000
31880,261160960,4.547590,4.484728,0.00001000
31900,261324800,4.407578,4.484728,0.00001000
31920,261488640,4.497684,4.484728,0.00001000
31940,261652480,4.245548,4.484728,0.00001000
31960,261816320,4.584941,4.484728,0.00001000
31980,261980160,4.348717,4.484728,0.00001000
32000,262144000,4.351272,4.461933,0.00001000
32020,262307840,4.561542,4.461933,0.00001000
32040,262471680,4.309467,4.461933,0.00001000
32060,262635520,4.334265,4.461933,0.00001000
32080,262799360,4.327705,4.461933,0.00001000
32100,262963200,4.608884,4.461933,0.00001000
32120,263127040,4.497368,4.461933,0.00001000
32140,263290880,4.529947,4.461933,0.00001000
32160,263454720,4.559237,4.461933,0.00001000
32180,263618560,4.216640,4.461933,0.00001000
32200,263782400,4.509860,4.650387,0.00001000
32220,263946240,4.614902,4.650387,0.00001000
32240,264110080,4.472322,4.650387,0.00001000
32260,264273920,4.449804,4.650387,0.00001000
32280,264437760,4.388430,4.650387,0.00001000
32300,264601600,4.670187,4.650387,0.00001000
32320,264765440,4.676843,4.650387,0.00001000
32340,264929280,4.397959,4.650387,0.00001000
32360,265093120,4.438334,4.650387,0.00001000
32380,265256960,4.456258,4.650387,0.00001000
32400,265420800,4.368937,4.516414,0.00001000
32420,265584640,4.370908,4.516414,0.00001000
32440,265748480,4.269389,4.516414,0.00001000
32460,265912320,4.423966,4.516414,0.00001000
32480,266076160,4.547878,4.516414,0.00001000
32500,266240000,4.468022,4.516414,0.00001000
32520,266403840,4.453259,4.516414,0.00001000
32540,266567680,4.645010,4.516414,0.00001000
32560,266731520,4.448295,4.516414,0.00001000
32580,266895360,4.557461,4.516414,0.00001000
32600,267059200,4.415224,4.410423,0.00001000
32620,267223040,4.369863,4.410423,0.00001000
32640,267386880,4.590232,4.410423,0.00001000
32660,267550720,4.439125,4.410423,0.00001000
32680,267714560,4.540937,4.410423,0.00001000
32700,267878400,4.437678,4.410423,0.00001000
32720,268042240,4.590116,4.410423,0.00001000
32740,268206080,4.504148,4.410423,0.00001000
32760,268369920,4.441549,4.410423,0.00001000
32780,268533760,4.593255,4.410423,0.00001000
32800,268697600,4.524087,4.476181,0.00001000
32820,268861440,4.487451,4.476181,0.00001000
32840,269025280,4.445251,4.476181,0.00001000
32860,269189120,4.210735,4.476181,0.00001000
32880,269352960,4.402029,4.476181,0.00001000
32900,269516800,4.515889,4.476181,0.00001000
32920,269680640,4.444206,4.476181,0.00001000
32940,269844480,4.410463,4.476181,0.00001000
32960,270008320,4.510606,4.476181,0.00001000
32980,270172160,4.606413,4.476181,0.00001000
33000,270336000,4.519185,4.509323,0.00001000
33020,270499840,4.299447,4.509323,0.00001000
33040,270663680,4.485171,4.509323,0.00001000
33060,270827520,4.315488,4.509323,0.00001000
33080,270991360,4.495189,4.509323,0.00001000
33100,271155200,4.554412,4.509323,0.00001000
33120,271319040,4.667863,4.509323,0.00001000
33140,271482880,4.354402,4.509323,0.00001000
33160,271646720,4.649638,4.509323,0.00001000
33180,271810560,4.469166,4.509323,0.00001000
33200,271974400,4.526332,4.406729,0.00001000
33220,272138240,4.347047,4.406729,0.00001000
33240,272302080,4.451515,4.406729,0.00001000
33260,272465920,4.413768,4.406729,0.00001000
33280,272629760,4.580068,4.406729,0.00001000
33300,272793600,4.426154,4.406729,0.00001000
33320,272957440,4.636026,4.406729,0.00001000
33340,273121280,4.646135,4.406729,0.00001000
33360,273285120,4.414580,4.406729,0.00001000
33380,273448960,4.524673,4.406729,0.00001000
33400,273612800,4.461029,4.491114,0.00001000
33420,273776640,4.396845,4.491114,0.00001000
33440,273940480,4.535321,4.491114,0.00001000
33460,274104320,4.378098,4.491114,0.00001000
33480,274268160,4.448015,4.491114,0.00001000
33500,274432000,4.457655,4.491114,0.00001000
33520,274595840,4.307540,4.491114,0.00001000
33540,274759680,4.424448,4.491114,0.00001000
33560,274923520,4.475393,4.491114,0.00001000
33580,275087360,4.492006,4.491114,0.00001000
33600,275251200,4.405616,4.391505,0.00001000
33620,275415040,4.595371,4.391505,0.00001000
33640,275578880,4.686814,4.391505,0.00001000
33660,275742720,4.608587,4.391505,0.00001000
33680,275906560,4.453893,4.391505,0.00001000
33700,276070400,4.449340,4.391505,0.00001000
33720,276234240,4.416106,4.391505,0.00001000
33740,276398080,4.549564,4.391505,0.00001000
33760,276561920,4.461935,4.391505,0.00001000
33780,276725760,4.355407,4.391505,0.00001000
33800,276889600,4.441983,4.367319,0.00001000
33820,277053440,4.326512,4.367319,0.00001000
33840,277217280,4.241401,4.367319,0.00001000
33860,277381120,4.563122,4.367319,0.00001000
33880,277544960,4.366418,4.367319,0.00001000
33900,277708800,4.390851,4.367319,0.00001000
33920,277872640,4.535950,4.367319,0.00001000
33940,278036480,4.518085,4.367319,0.00001000
33960,278200320,4.485505,4.367319,0.00001000
33980,278364160,4.467722,4.367319,0.00001000
34000,278528000,4.465191,4.395051,0.00001000
34020,278691840,4.421588,4.395051,0.00001000
34040,278855680,4.422922,4.395051,0.00001000
34060,279019520,4.546110,4.395051,0.00001000
34080,279183360,4.520516,4.395051,0.00001000
34100,279347200,4.345440,4.395051,0.00001000
34120,279511040,4.421507,4.395051,0.00001000
34140,279674880,4.477601,4.395051,0.00001000
34160,279838720,4.544374,4.395051,0.00001000
34180,280002560,4.621171,4.395051,0.00001000
34200,280166400,4.420090,4.459471,0.00001000
34220,280330240,4.466912,4.459471,0.00001000
34240,280494080,4.445805,4.459471,0.00001000
34260,280657920,4.430240,4.459471,0.00001000
34280,280821760,4.422846,4.459471,0.00001000
34300,280985600,4.462668,4.459471,0.00001000
34320,281149440,4.217638,4.459471,0.00001000
34340,281313280,4.406995,4.459471,0.00001000
34360,281477120,4.368161,4.459471,0.00001000
34380,281640960,4.400951,4.459471,0.00001000
34400,281804800,4.437886,4.431101,0.00001000
34420,281968640,4.457306,4.431101,0.00001000
34440,282132480,4.458145,4.431101,0.00001000
34460,282296320,4.518847,4.431101,0.00001000
34480,282460160,4.407422,4.431101,0.00001000
34500,282624000,4.491875,4.431101,0.00001000
34520,282787840,4.445135,4.431101,0.00001000
34540,282951680,4.230659,4.431101,0.00001000
34560,283115520,4.508225,4.431101,0.00001000
34580,283279360,4.407209,4.431101,0.00001000
34600,283443200,4.434327,4.478193,0.00001000
34620,283607040,4.482258,4.478193,0.00001000
34640,283770880,4.472515,4.478193,0.00001000
34660,283934720,4.627074,4.478193,0.00001000
34680,284098560,4.560863,4.478193,0.00001000
34700,284262400,4.488979,4.478193,0.00001000
34720,284426240,4.216865,4.478193,0.00001000
34740,284590080,4.593703,4.478193,0.00001000
34760,284753920,4.463648,4.478193,0.00001000
34780,284917760,4.309032,4.478193,0.00001000
34800,285081600,4.373001,4.468394,0.00001000
34820,285245440,4.500950,4.468394,0.00001000
34840,285409280,4.414260,4.468394,0.00001000
34860,285573120,4.297789,4.468394,0.00001000
34880,285736960,4.527361,4.468394,0.00001000
34900,285900800,4.481378,4.468394,0.00001000
34920,286064640,4.382830,4.468394,0.00001000
34940,286228480,4.587192,4.468394,0.00001000
34960,286392320,4.425641,4.468394,0.00001000
34980,286556160,4.440980,4.468394,0.00001000
35000,286720000,4.418143,4.517312,0.00001000
35020,286883840,4.264991,4.517312,0.00001000
35040,287047680,4.553449,4.517312,0.00001000
35060,287211520,4.390960,4.517312,0.00001000
35080,287375360,4.519785,4.517312,0.00001000
35100,287539200,4.461461,4.517312,0.00001000
35120,287703040,4.467335,4.517312,0.00001000
35140,287866880,4.340420,4.517312,0.00001000
35160,288030720,4.374225,4.517312,0.00001000
35180,288194560,4.491622,4.517312,0.00001000
35200,288358400,4.367620,4.492635,0.00001000
35220,288522240,4.415319,4.492635,0.00001000
35240,288686080,4.407229,4.492635,0.00001000
35260,288849920,4.432420,4.492635,0.00001000
35280,289013760,4.423437,4.492635,0.00001000
35300,289177600,4.341648,4.492635,0.00001000
35320,289341440,4.250785,4.492635,0.00001000
35340,289505280,4.498091,4.492635,0.00001000
35360,289669120,4.329458,4.492635,0.00001000
35380,289832960,4.670706,4.492635,0.00001000
35400,289996800,4.461338,4.454527,0.00001000
35420,290160640,4.547972,4.454527,0.00001000
35440,290324480,4.342495,4.454527,0.00001000
35460,290488320,4.396510,4.454527,0.00001000
35480,290652160,4.298512,4.454527,0.00001000
35500,290816000,4.453775,4.454527,0.00001000
35520,290979840,4.540476,4.454527,0.00001000
35540,291143680,4.398893,4.454527,0.00001000
35560,291307520,4.555224,4.454527,0.00001000
35580,291471360,4.497445,4.454527,0.00001000
35600,291635200,4.400123,4.430712,0.00001000
35620,291799040,4.394761,4.430712,0.00001000
35640,291962880,4.478394,4.430712,0.00001000
35660,292126720,4.406064,4.430712,0.00001000
35680,292290560,4.453629,4.430712,0.00001000
35700,292454400,4.206919,4.430712,0.00001000
35720,292618240,4.340891,4.430712,0.00001000
35740,292782080,4.361289,4.430712,0.00001000
35760,292945920,4.285613,4.430712,0.00001000
35780,293109760,4.335161,4.430712,0.00001000
35800,293273600,4.386099,4.459973,0.00001000
35820,293437440,4.292221,4.459973,0.00001000
35840,293601280,4.545493,4.459973,0.00001000
35860,293765120,4.529398,4.459973,0.00001000
35880,293928960,4.298260,4.459973,0.00001000
35900,294092800,4.390090,4.459973,0.00001000
35920,294256640,4.366391,4.459973,0.00001000
35940,294420480,4.188197,4.459973,0.00001000
35960,294584320,4.213462,4.459973,0.00001000
35980,294748160,4.284923,4.459973,0.00001000
36000,294912000,4.422160,4.496910,0.00001000
36020,295075840,4.376266,4.496910,0.00001000
36040,295239680,4.456876,4.496910,0.00001000
36060,295403520,4.500386,4.496910,0.00001000
36080,295567360,4.430534,4.496910,0.00001000
36100,295731200,4.497772,4.496910,0.00001000
36120,295895040,4.589584,4.496910,0.00001000
36140,296058880,4.548213,4.496910,0.00001000
36160,296222720,4.434758,4.496910,0.00001000
36180,296386560,4.276793,4.496910,0.00001000
36200,296550400,4.479099,4.368642,0.00001000
36220,296714240,4.448103,4.368642,0.00001000
36240,296878080,4.515151,4.368642,0.00001000
36260,297041920,4.489467,4.368642,0.00001000
36280,297205760,4.434044,4.368642,0.00001000
36300,297369600,4.458715,4.368642,0.00001000
36320,297533440,4.383026,4.368642,0.00001000
36340,297697280,4.567428,4.368642,0.00001000
36360,297861120,4.218841,4.368642,0.00001000
36380,298024960,4.478553,4.368642,0.00001000
